"","MovieID","ratings_per_movie","avg_ratings","Title","Genres","Year","Action","Adventure","Animation","Children.s","Comedy","Crime","Documentary","Drama","Fantasy","Film.Noir","Horror","Musical","Mystery","Romance","Sci.Fi","Thriller","War","Western"
"44",1193,1725,4.39072463768116,"One Flew Over the Cuckoo's Nest (1975)","Drama",1975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"45",919,1718,4.24796274738067,"Wizard of Oz, The (1939)","Adventure|Children's|Drama|Musical",1939,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"46",924,1716,4.06876456876457,"2001: A Space Odyssey (1968)","Drama|Mystery|Sci-Fi|Thriller",1968,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"47",1127,1715,3.68396501457726,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller",1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"48",2355,1703,3.85437463300059,"Bug's Life, A (1998)","Animation|Children's|Comedy",1998,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",1387,1697,4.0895698291102,"Jaws (1975)","Action|Horror",1975,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"50",1221,1692,4.35756501182033,"Godfather: Part II, The (1974)","Action|Crime|Drama",1974,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"51",912,1669,4.41282204913122,"Casablanca (1942)","Drama|Romance|War",1942,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"52",1036,1666,4.1218487394958,"Die Hard (1988)","Action|Thriller",1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"53",1213,1657,4.27519613759807,"GoodFellas (1990)","Crime|Drama",1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"54",1610,1652,4.05205811138015,"Hunt for Red October, The (1990)","Action|Thriller",1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"55",377,1650,3.56545454545455,"Speed (1994)","Action|Romance|Thriller",1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"56",1291,1628,4.13329238329238,"Indiana Jones and the Last Crusade (1989)","Action|Adventure",1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2000,1627,3.88690842040565,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama",1987,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"58",1136,1599,4.33520950594121,"Monty Python and the Holy Grail (1974)","Comedy",1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",3114,1585,4.21892744479495,"Toy Story 2 (1999)","Animation|Children's|Comedy",1999,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",1307,1568,4.07334183673469,"When Harry Met Sally... (1989)","Comedy|Romance",1989,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"61",1704,1548,4.17635658914729,"Good Will Hunting (1997)","Drama",1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"62",1721,1546,3.58344113842173,"Titanic (1997)","Drama|Romance",1997,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"63",1968,1539,3.87979207277453,"Breakfast Club, The (1985)","Comedy|Drama",1985,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"64",648,1527,3.43287491814014,"Mission: Impossible (1996)","Action|Adventure|Mystery",1996,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"65",2599,1522,3.93035479632063,"Election (1999)","Comedy",1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",32,1511,3.94573130377234,"Twelve Monkeys (1995)","Drama|Sci-Fi",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"67",3793,1511,3.82064857710126,"X-Men (2000)","Action|Sci-Fi",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"68",2174,1495,3.56789297658863,"Beetlejuice (1988)","Comedy|Fantasy",1988,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"69",2797,1491,3.85580147551979,"Big (1988)","Comedy|Fantasy",1988,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"70",2291,1473,3.59266802443992,"Edward Scissorhands (1990)","Drama|Romance",1990,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"71",2918,1473,4.11744738628649,"Ferris Bueller's Day Off (1986)","Comedy",1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",590,1451,3.91523087525844,"Dances with Wolves (1990)","Adventure|Drama|Western",1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"73",2959,1451,4.07718814610613,"Fight Club (1999)","Drama",1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"74",3471,1451,4.0144727773949,"Close Encounters of the Third Kind (1977)","Drama|Sci-Fi",1977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"75",1374,1448,3.88052486187845,"Star Trek: The Wrath of Khan (1982)","Action|Adventure|Sci-Fi",1982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"76",1394,1434,4.02092050209205,"Raising Arizona (1987)","Comedy",1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",2683,1434,3.3884239888424,"Austin Powers: The Spy Who Shagged Me (1999)","Comedy",1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",592,1431,3.60097833682739,"Batman (1989)","Action|Adventure|Crime|Drama",1989,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"79",1784,1424,3.9501404494382,"As Good As It Gets (1997)","Comedy|Drama",1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"80",1573,1421,3.40112596762843,"Face/Off (1997)","Action|Sci-Fi|Thriller",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"81",1304,1419,4.21564482029598,"Butch Cassidy and the Sundance Kid (1969)","Action|Comedy|Western",1969,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"82",3418,1417,3.6803105151729,"Thelma & Louise (1991)","Action|Drama",1991,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"83",223,1412,3.94688385269122,"Clerks (1994)","Comedy",1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",380,1400,3.63428571428571,"True Lies (1994)","Action|Adventure|Comedy|Romance",1994,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"85",2706,1389,3.70986321094312,"American Pie (1999)","Comedy",1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",1225,1382,4.25180897250362,"Amadeus (1984)","Drama",1984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"87",1584,1382,3.7684515195369,"Contact (1997)","Drama|Sci-Fi",1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"88",1527,1377,3.64052287581699,"Fifth Element, The (1997)","Action|Sci-Fi",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"89",3481,1373,3.92862345229425,"High Fidelity (2000)","Comedy",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",1923,1371,3.90444930707513,"There's Something About Mary (1998)","Comedy",1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",750,1367,4.44989027066569,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)","Sci-Fi|War",1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"92",2699,1367,3.00292611558157,"Arachnophobia (1990)","Action|Comedy|Sci-Fi|Thriller",1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"93",39,1362,3.62334801762115,"Clueless (1995)","Comedy|Romance",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"94",21,1356,3.62389380530973,"Get Shorty (1995)","Action|Comedy|Drama",1995,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"95",1393,1353,3.75905395417591,"Jerry Maguire (1996)","Drama|Romance",1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"96",2804,1352,4.23890532544379,"Christmas Story, A (1983)","Comedy|Drama",1983,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"97",588,1351,3.78830495928942,"Aladdin (1992)","Animation|Children's|Comedy|Musical",1992,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"98",2406,1345,3.68921933085502,"Romancing the Stone (1984)","Action|Adventure|Comedy|Romance",1984,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"99",1220,1341,3.93959731543624,"Blues Brothers, The (1980)","Action|Comedy|Musical",1980,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"100",733,1340,3.72313432835821,"Rock, The (1996)","Action|Adventure|Thriller",1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"101",1230,1334,4.14167916041979,"Annie Hall (1977)","Comedy|Romance",1977,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"102",3176,1331,3.50338091660406,"Talented Mr. Ripley, The (1999)","Drama|Mystery|Thriller",1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"103",1961,1330,4.05338345864662,"Rain Man (1988)","Drama",1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"104",3751,1329,3.87960872836719,"Chicken Run (2000)","Animation|Children's|Comedy",2000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",1079,1326,3.97134238310709,"Fish Called Wanda, A (1988)","Comedy",1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",908,1315,4.38403041825095,"North by Northwest (1959)","Drama|Thriller",1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"107",3408,1315,3.8638783269962,"Erin Brockovich (2000)","Drama",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"108",1073,1313,3.86138613861386,"Willy Wonka and the Chocolate Factory (1971)","Adventure|Children's|Comedy|Fantasy",1971,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"109",3623,1313,3.1957349581112,"Mission: Impossible 2 (2000)","Action|Thriller",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"110",1356,1310,3.70916030534351,"Star Trek: First Contact (1996)","Action|Adventure|Sci-Fi",1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"111",3527,1297,3.6538164996145,"Predator (1987)","Action|Sci-Fi|Thriller",1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"112",2700,1269,3.76044129235619,"South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy",1999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",1219,1263,4.21852731591449,"Psycho (1960)","Horror|Thriller",1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"114",1247,1261,4.24583663758921,"Graduate, The (1967)","Drama|Romance",1967,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"115",1089,1259,4.13582208101668,"Reservoir Dogs (1992)","Crime|Thriller",1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"116",1544,1255,3.03665338645418,"Lost World: Jurassic Park, The (1997)","Action|Adventure|Sci-Fi|Thriller",1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"117",1222,1254,4.11084529505582,"Full Metal Jacket (1987)","Action|Drama|War",1987,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"118",150,1251,4.07354116706635,"Apollo 13 (1995)","Drama",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"119",111,1240,4.18387096774194,"Taxi Driver (1976)","Drama|Thriller",1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"120",3753,1240,3.74516129032258,"Patriot, The (2000)","Action|Drama|War",2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"121",2710,1237,3.03152789005659,"Blair Witch Project, The (1999)","Horror",1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"122",357,1233,3.74371451743715,"Four Weddings and a Funeral (1994)","Comedy|Romance",1994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"123",2657,1233,3.2911597729116,"Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi",1975,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"124",1094,1229,3.73148901545972,"Crying Game, The (1992)","Drama|Romance|War",1992,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"125",1206,1229,4.07811228641172,"Clockwork Orange, A (1971)","Sci-Fi",1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"126",2985,1229,3.45158665581774,"Robocop (1987)","Action|Crime|Sci-Fi",1987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"127",2640,1222,3.53682487725041,"Superman (1978)","Action|Adventure|Sci-Fi",1978,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"128",3147,1222,4.15466448445172,"Green Mile, The (1999)","Drama|Thriller",1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"129",2395,1220,3.84098360655738,"Rushmore (1998)","Comedy",1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",3421,1207,4.05302402651201,"Animal House (1978)","Comedy",1978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",1517,1205,3.7103734439834,"Austin Powers: International Man of Mystery (1997)","Comedy",1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",1641,1199,3.87239366138449,"Full Monty, The (1997)","Comedy",1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",1278,1193,4.25062866722548,"Young Frankenstein (1974)","Comedy|Horror",1974,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"134",1252,1185,4.33924050632911,"Chinatown (1974)","Film-Noir|Mystery|Thriller",1974,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"135",367,1179,3.27905004240882,"Mask, The (1994)","Comedy|Crime|Fantasy",1994,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"136",1358,1177,4.20815632965166,"Sling Blade (1996)","Drama|Thriller",1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"137",1208,1176,4.24319727891156,"Apocalypse Now (1979)","Drama|War",1979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"138",1676,1163,3.13327601031814,"Starship Troopers (1997)","Action|Adventure|Sci-Fi|War",1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"139",2100,1163,3.43078245915735,"Splash (1984)","Comedy|Fantasy|Romance",1984,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"140",2529,1162,3.71256454388985,"Planet of the Apes (1968)","Action|Sci-Fi",1968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"141",2011,1158,3.34369602763385,"Back to the Future Part II (1989)","Comedy|Sci-Fi",1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"142",2321,1158,3.69689119170984,"Pleasantville (1998)","Comedy",1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",920,1156,3.99740484429066,"Gone with the Wind (1939)","Drama|Romance|War",1939,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"144",2324,1152,4.32986111111111,"Life Is Beautiful (La Vita è bella) (1997)","Comedy|Drama",1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"145",2012,1148,3.24216027874564,"Back to the Future Part III (1990)","Comedy|Sci-Fi|Western",1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"146",1090,1143,4.09011373578303,"Platoon (1986)","Drama|War",1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"147",47,1137,4.10642040457344,"Seven (Se7en) (1995)","Crime|Thriller",1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"148",1500,1136,3.81338028169014,"Grosse Pointe Blank (1997)","Comedy|Crime",1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"149",1370,1135,3.54185022026432,"Die Hard 2 (1990)","Action|Thriller",1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"150",1954,1129,3.94331266607617,"Rocky (1976)","Action|Drama",1976,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"151",1673,1128,3.76950354609929,"Boogie Nights (1997)","Drama",1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"152",2115,1127,3.67613132209405,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure",1984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",2194,1127,4.00798580301686,"Untouchables, The (1987)","Action|Crime|Drama",1987,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"154",1376,1126,3.6563055062167,"Star Trek IV: The Voyage Home (1986)","Action|Adventure|Sci-Fi",1986,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"155",587,1124,3.49644128113879,"Ghost (1990)","Comedy|Romance|Thriller",1990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"156",364,1121,3.86083853702052,"Lion King, The (1994)","Animation|Children's|Musical",1994,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"157",3253,1120,3.60089285714286,"Wayne's World (1992)","Comedy",1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",3671,1119,4.047363717605,"Blazing Saddles (1974)","Comedy|Western",1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"159",1288,1118,4.17978533094812,"This Is Spinal Tap (1984)","Comedy|Drama|Musical",1984,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"160",316,1116,3.49014336917563,"Stargate (1994)","Action|Adventure|Sci-Fi",1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"161",923,1116,4.38888888888889,"Citizen Kane (1941)","Drama",1941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"162",3160,1113,3.89398023360288,"Magnolia (1999)","Drama",1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"163",1242,1112,4.19334532374101,"Glory (1989)","Action|Drama|War",1989,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"164",736,1110,3.17387387387387,"Twister (1996)","Action|Adventure|Romance|Thriller",1996,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"165",1917,1110,3.19189189189189,"Armageddon (1998)","Action|Adventure|Sci-Fi|Thriller",1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"166",1294,1099,4.12465878070974,"M*A*S*H (1970)","Comedy|War",1970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"167",3255,1099,3.67970882620564,"League of Their Own, A (1992)","Comedy|Drama",1992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"168",1732,1097,3.7383773928897,"Big Lebowski, The (1998)","Comedy|Crime|Mystery|Thriller",1998,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
"169",3361,1095,3.83744292237443,"Bull Durham (1988)","Comedy",1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",1396,1091,3.72777268560953,"Sneakers (1992)","Crime|Drama|Sci-Fi",1992,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
